gloss1,gloss2,video1,video2,dtw_distance
Age,Market,../all_outputs/output_ssl_small/Age/3-4-w02820221216124422.mp4_1.pkl,../all_outputs/output_include/Places/Market/MVI_3650.pkl,121.23410421957288
Children,Year,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Year/MVI_5491.pkl,121.23817822847195
How_many,Week,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Week/MVI_5041.pkl,121.25327359295733
Hello,I,../all_outputs/output_ssl_small/Hello/4-4-w03920221216132408.mp4_1.pkl,../all_outputs/output_include/Pronouns/I/MVI_9959.pkl,121.26919109568533
See,Season,../all_outputs/output_ssl_small/See/2-2-w04020221110105049.mp4_1.pkl,../all_outputs/output_include/Seasons/Season/MVI_5441.pkl,121.29912827723501
Make,Doctor,../all_outputs/output_ssl_small/Make/1-5-w03820221103113520.mp4_1.pkl,../all_outputs/output_include/Jobs/Doctor/MVI_4754.pkl,121.30464077540212
Go,dry,../all_outputs/output_ssl_small/Go/4-4-w03620221216131954.mp4_1.pkl,../all_outputs/output_include/Adjectives/dry/MVI_9361.pkl,121.31313190615914
Start,Dress,../all_outputs/output_ssl_small/Start/4-4-w04520221216133050.mp4_1.pkl,../all_outputs/output_include/Clothes/Dress/MVI_5010.pkl,121.31763613954864
Hello,Medicine,../all_outputs/output_ssl_small/Hello/4-4-w03920221216132408.mp4_1.pkl,../all_outputs/output_include/Society/Medicine/MVI_4804.pkl,121.33124212701499
Mother,hot,../all_outputs/output_ssl_small/Mother/4-3-w00420221216120034.mp4_1.pkl,../all_outputs/output_include/Adjectives/hot/MVI_9248.pkl,121.36828034533693
My,poor,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Adjectives/poor/MVI_9740.pkl,121.37101780121723
