gloss1,gloss2,video1,video2,dtw_distance
Video,Student,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Jobs/Student/MVI_8868.pkl,114.67836714657238
Staying,Soap,../all_outputs/output_ssl_small/Staying/4-3-w03220221216124636.mp4_1.pkl,../all_outputs/output_include/Home/Soap/MVI_4914.pkl,114.70015507277685
Make,narrow,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Adjectives/narrow/MVI_5202.pkl,114.70275417722
Make,Television,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_4558.pkl,114.7111242326694
Today,Week,../all_outputs/output_ssl_small/Today/4-3-w01320221216121239.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Week/MVI_5486.pkl,114.7293550372828
You,President,../all_outputs/output_ssl_small/You/4-3-w00220221216115814.mp4_1.pkl,../all_outputs/output_include/People/President/MVI_5128.pkl,114.73891722893318
Learn,Bathroom,../all_outputs/output_ssl_small/Learn/2-5-w03420221110104046.mp4_1.pkl,../all_outputs/output_include/Home/Bathroom/MVI_9027.pkl,114.73908315079308
See,Student,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/Jobs/Student/MVI_4465.pkl,114.75885584396333
Children,Grandmother,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/People/Grandmother/MVI_5109.pkl,114.77794772048685
Tuesday,sick,../all_outputs/output_ssl_small/Tuesday/3-3-w02720221216124002.mp4_1.pkl,../all_outputs/output_include/Adjectives/sick/MVI_5331.pkl,114.78249266657951
Age,Author,../all_outputs/output_ssl_small/Age/2-4-w02820221110103314.mp4_1.pkl,../all_outputs/output_include/Jobs/Author/MVI_4782.pkl,114.7960119592938
University,hot,../all_outputs/output_ssl_small/University/4-2-w00920221216120753.mp4_1.pkl,../all_outputs/output_include/Adjectives/hot/MVI_5216.pkl,114.79658018068609
Big,Race (ethnicity),../all_outputs/output_ssl_small/Big/2-3-w01020221110100804.mp4_1.pkl,../all_outputs/output_include/Society/Race (ethnicity)/MVI_8949.pkl,114.84260895836525
w064,Crowd,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/People/Crowd/MVI_5153.pkl,114.84981878104391
Big,Clock,../all_outputs/output_ssl_small/Big/2-3-w01020221110100804.mp4_1.pkl,../all_outputs/output_include/Electronics/Clock/MVI_5379.pkl,114.86258950146585
w064,Religion,../all_outputs/output_ssl_small/w064/1-5-w06420221103120953.mp4_1.pkl,../all_outputs/output_include/Society/Religion/MVI_8929.pkl,114.8659470705116
Sinhala,Manager,../all_outputs/output_ssl_small/Sinhala/2-5-w01820221110101612.mp4_1.pkl,../all_outputs/output_include/Jobs/Manager/MVI_4510.pkl,114.88724233848825
Make,small_little,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Adjectives/small_little/MVI_9320.pkl,114.88783664907572
What,Horse,../all_outputs/output_ssl_small/What/5-4-w05020221216134110.mp4_1.pkl,../all_outputs/output_include/Animals/Horse/MVI_3105.pkl,114.903835564678
Video,Dog,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Animals/Dog/MVI_3059.pkl,114.90569114489585
Read,Grandmother,../all_outputs/output_ssl_small/Read/1-4-w04620221103114631.mp4_1.pkl,../all_outputs/output_include/People/Grandmother/MVI_5109.pkl,114.91069802826262
Children,clean,../all_outputs/output_ssl_small/Children/4-1-w01720221216121716.mp4_1.pkl,../all_outputs/output_include/Adjectives/clean/MVI_9807.pkl,114.92287063856149
Today,big_large,../all_outputs/output_ssl_small/Today/4-3-w01320221216121239.mp4_1.pkl,../all_outputs/output_include/Adjectives/big_large/MVI_5283.pkl,114.93463089520468
Learn,Alright,../all_outputs/output_ssl_small/Learn/4-2-w03420221216131517.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_0043.pkl,114.94172005893633
See,Location,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/Places/Location/MVI_3427.pkl,114.94918934687512
You,Bag,../all_outputs/output_ssl_small/You/4-3-w00220221216115814.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8839.pkl,114.96022742737036
Make,wide,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9312.pkl,114.96296082572108
Big,Student,../all_outputs/output_ssl_small/Big/2-3-w01020221110100804.mp4_1.pkl,../all_outputs/output_include/Jobs/Student/MVI_4749.pkl,114.97221863866503
Make,School,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/Places/School/MVI_3538.pkl,114.98665589448164
Video,Cat,../all_outputs/output_ssl_small/Video/1-4-w02220221103121920.mp4_1.pkl,../all_outputs/output_include/Animals/Cat/MVI_4150.pkl,115.00003121158893
w064,big_large,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/Adjectives/big_large/MVI_5283.pkl,115.00153795549538
Age,Science,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Society/Science/MVI_8994.pkl,115.00272504798984
Stay?,Cat,../all_outputs/output_ssl_small/Stay?/1-5-w05420221103115855.mp4_1.pkl,../all_outputs/output_include/Animals/Cat/MVI_4150.pkl,115.04494583745497
Thank_You,Reporter,../all_outputs/output_ssl_small/Thank_You/1-3-w04720221103114732.mp4_1.pkl,../all_outputs/output_include/Jobs/Reporter/MVI_4512.pkl,115.04633289479705
Go,Brown,../all_outputs/output_ssl_small/Go/2-5-w03620221110104518.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_3878.pkl,115.05238459154567
Make,Neighbour,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/People/Neighbour/MVI_3812.pkl,115.05497355458796
Hello,small_little,../all_outputs/output_ssl_small/Hello/4-2-w03920221216132353.mp4_1.pkl,../all_outputs/output_include/Adjectives/small_little/MVI_9321.pkl,115.077786350045
Talk,Paper,../all_outputs/output_ssl_small/Talk/5-2-w03520221216131715.mp4_1.pkl,../all_outputs/output_include/Home/Paper/MVI_8827.pkl,115.08484058907281
Learn,Dog,../all_outputs/output_ssl_small/Learn/4-2-w03420221216131517.mp4_1.pkl,../all_outputs/output_include/Animals/Dog/MVI_3086.pkl,115.08921693014206
Staying,loose,../all_outputs/output_ssl_small/Staying/3-5-w03220221216131429.mp4_1.pkl,../all_outputs/output_include/Adjectives/loose/MVI_9653.pkl,115.08977904351165
Hello,Price,../all_outputs/output_ssl_small/Hello/4-2-w03920221216132353.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_4330.pkl,115.09199142907313
You,Bill,../all_outputs/output_ssl_small/You/2-5-w00220221110095826.mp4_1.pkl,../all_outputs/output_include/Society/Bill/MVI_8673.pkl,115.0982414936667
Go,Baby,../all_outputs/output_ssl_small/Go/2-5-w03620221110104518.mp4_1.pkl,../all_outputs/output_include/People/Baby/MVI_3771.pkl,115.12444681301098
Hello,Brown,../all_outputs/output_ssl_small/Hello/4-5-w03920221216132418.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_3878.pkl,115.12467189072402
Start,small_little,../all_outputs/output_ssl_small/Start/2-3-w04520221110105736.mp4_1.pkl,../all_outputs/output_include/Adjectives/small_little/MVI_9321.pkl,115.13891405301285
Exam,Table,../all_outputs/output_ssl_small/Exam/1-5-w02620221103122639.mp4_1.pkl,../all_outputs/output_include/Home/Table/MVI_8751.pkl,115.16546086935364
Age,Television,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_4560.pkl,115.16977102254373
Tuesday,Grey,../all_outputs/output_ssl_small/Tuesday/3-3-w02720221216124002.mp4_1.pkl,../all_outputs/output_include/Colours/Grey/MVI_5065.pkl,115.17005443453911
Hello,Location,../all_outputs/output_ssl_small/Hello/4-2-w03920221216132353.mp4_1.pkl,../all_outputs/output_include/Places/Location/MVI_3669.pkl,115.19264015972732
Tomorrow,Animal,../all_outputs/output_ssl_small/Tomorrow/1-5-w01520221103112345.mp4_1.pkl,../all_outputs/output_include/Animals/Animal/MVI_4167.pkl,115.20051201453413
Tomorrow,Bank,../all_outputs/output_ssl_small/Tomorrow/3-2-w01520221216121346.mp4_1.pkl,../all_outputs/output_include/Places/Bank/MVI_3661.pkl,115.2046474746594
Make,Book,../all_outputs/output_ssl_small/Make/1-3-w03820221103113502.mp4_1.pkl,../all_outputs/output_include/Home/Book/MVI_9041.pkl,115.23166207255747
Tell,Table,../all_outputs/output_ssl_small/Tell/1-5-w04320221103114246.mp4_1.pkl,../all_outputs/output_include/Home/Table/MVI_8752.pkl,115.26856329474042
w064,How_are_you,../all_outputs/output_ssl_small/w064/1-5-w06420221103120953.mp4_1.pkl,../all_outputs/output_include/Greetings/How_are_you/MVI_0093.pkl,115.27240201695788
There,Family,../all_outputs/output_ssl_small/There/4-1-w05920221216135522.mp4_1.pkl,../all_outputs/output_include/People/Family/MVI_3789.pkl,115.27634779109962
English,narrow,../all_outputs/output_ssl_small/English/2-5-w02520221110102953.mp4_1.pkl,../all_outputs/output_include/Adjectives/narrow/MVI_9391.pkl,115.33651637888634
Make,Radio,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/Electronics/Radio/MVI_4563.pkl,115.34461409600556
English,Wife,../all_outputs/output_ssl_small/English/1-5-w02520221103122537.mp4_1.pkl,../all_outputs/output_include/People/Wife/MVI_5118.pkl,115.37711957519132
How,Chair,../all_outputs/output_ssl_small/How/2-3-w04820221110110015.mp4_1.pkl,../all_outputs/output_include/Home/Chair/MVI_8756.pkl,115.3787031009944
Dialog box,Adult,../all_outputs/output_ssl_small/Dialog box/2-3-w02420221110102439.mp4_1.pkl,../all_outputs/output_include/People/Adult/MVI_8647.pkl,115.380685427382
Good,happy,../all_outputs/output_ssl_small/Good/3-3-w01120221216120941.mp4_1.pkl,../all_outputs/output_include/Adjectives/happy/MVI_9296.pkl,115.43489800348777
English,Science,../all_outputs/output_ssl_small/English/2-3-w02520221110102936.mp4_1.pkl,../all_outputs/output_include/Society/Science/MVI_8742.pkl,115.44068691390162
Make,Team,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Society/Team/MVI_8682.pkl,115.45370787298839
Go,dry,../all_outputs/output_ssl_small/Go/1-5-w03620221103113229.mp4_1.pkl,../all_outputs/output_include/Adjectives/dry/MVI_9521.pkl,115.48645843229032
Start,T-Shirt,../all_outputs/output_ssl_small/Start/2-1-w04520221110105718.mp4_1.pkl,../all_outputs/output_include/Clothes/T-Shirt/MVI_5023.pkl,115.49466317861906
Dialog box,Race (ethnicity),../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Society/Race (ethnicity)/MVI_8949.pkl,115.49624928811124
Read,Kitchen,../all_outputs/output_ssl_small/Read/1-3-w04620221103114623.mp4_1.pkl,../all_outputs/output_include/Home/Kitchen/MVI_4374.pkl,115.50659170984936
Sinhala,Winter,../all_outputs/output_ssl_small/Sinhala/2-2-w01820221110101517.mp4_1.pkl,../all_outputs/output_include/Seasons/Winter/MVI_4573.pkl,115.50660173047181
University,Bank,../all_outputs/output_ssl_small/University/4-4-w00920221216120832.mp4_1.pkl,../all_outputs/output_include/Places/Bank/MVI_3661.pkl,115.5311780970366
Dialog box,Paint,../all_outputs/output_ssl_small/Dialog box/2-3-w02420221110102439.mp4_1.pkl,../all_outputs/output_include/Home/Paint/MVI_8817.pkl,115.53613041057658
Children,Chair,../all_outputs/output_ssl_small/Children/4-4-w01720221216121840.mp4_1.pkl,../all_outputs/output_include/Home/Chair/MVI_4350.pkl,115.53706596133948
My,Manager,../all_outputs/output_ssl_small/My/3-4-w03020221216124658.mp4_1.pkl,../all_outputs/output_include/Jobs/Manager/MVI_4510.pkl,115.53891558678306
w064,Temple,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/Places/Temple/MVI_3320.pkl,115.54447279437396
Make,Monday,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Monday/MVI_5011.pkl,115.55308546789819
My,small_little,../all_outputs/output_ssl_small/My/2-3-w03020221110103526.mp4_1.pkl,../all_outputs/output_include/Adjectives/small_little/MVI_5207.pkl,115.56002530719951
My,Cow,../all_outputs/output_ssl_small/My/2-3-w03020221110103526.mp4_1.pkl,../all_outputs/output_include/Animals/Cow/MVI_3075.pkl,115.58604539331283
Good,Election,../all_outputs/output_ssl_small/Good/2-5-w01120221110100916.mp4_1.pkl,../all_outputs/output_include/Society/Election/MVI_4840.pkl,115.59453112817589
Good,Winter,../all_outputs/output_ssl_small/Good/3-4-w01120221216120949.mp4_1.pkl,../all_outputs/output_include/Seasons/Winter/MVI_4573.pkl,115.59772172488262
Tomorrow,Car,../all_outputs/output_ssl_small/Tomorrow/1-5-w01520221103112345.mp4_1.pkl,../all_outputs/output_include/Means_of_Transportation/Car/MVI_3174.pkl,115.6072588654534
Tomorrow,Reporter,../all_outputs/output_ssl_small/Tomorrow/3-2-w01520221216121346.mp4_1.pkl,../all_outputs/output_include/Jobs/Reporter/MVI_5368.pkl,115.6182934071446
English,Television,../all_outputs/output_ssl_small/English/2-3-w02520221110102936.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_9118.pkl,115.6235595477347
Tuesday,Week,../all_outputs/output_ssl_small/Tuesday/4-3-w02720221216124035.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Week/MVI_4629.pkl,115.62867636691902
Thank_You,Computer,../all_outputs/output_ssl_small/Thank_You/4-3-w04720221216133242.mp4_1.pkl,../all_outputs/output_include/Electronics/Computer/MVI_5397.pkl,115.63018945582591
Relationship,Reporter,../all_outputs/output_ssl_small/Relationship/3-3-w02320221216123247.mp4_1.pkl,../all_outputs/output_include/Jobs/Reporter/MVI_4513.pkl,115.64435164543836
Learn,Radio,../all_outputs/output_ssl_small/Learn/2-4-w03420221110104038.mp4_1.pkl,../all_outputs/output_include/Electronics/Radio/MVI_5419.pkl,115.66849312678171
Video,Tuesday,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Tuesday/MVI_9145.pkl,115.68238490482753
There,small_little,../all_outputs/output_ssl_small/There/4-4-w05920221216135549.mp4_1.pkl,../all_outputs/output_include/Adjectives/small_little/MVI_5207.pkl,115.70065011644499
Start,Medicine,../all_outputs/output_ssl_small/Start/2-1-w04520221110105718.mp4_1.pkl,../all_outputs/output_include/Society/Medicine/MVI_8933.pkl,115.70097262856977
Dialog box,big_large,../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Adjectives/big_large/MVI_9394.pkl,115.70298291566174
Hello,Card,../all_outputs/output_ssl_small/Hello/4-5-w03920221216132418.mp4_1.pkl,../all_outputs/output_include/Home/Card/MVI_8851.pkl,115.716980130713
Children,Energy,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Society/Energy/MVI_8956.pkl,115.72945827544761
Hello,loud,../all_outputs/output_ssl_small/Hello/4-2-w03920221216132353.mp4_1.pkl,../all_outputs/output_include/Adjectives/loud/MVI_5335.pkl,115.74034620900962
See,slow,../all_outputs/output_ssl_small/See/3-3-w04020221216132449.mp4_1.pkl,../all_outputs/output_include/Adjectives/slow/MVI_5131.pkl,115.77734203195949
Understand,hot,../all_outputs/output_ssl_small/Understand/6-4-w06120221219144355.mp4_1.pkl,../all_outputs/output_include/Adjectives/hot/MVI_5136.pkl,115.78595146514424
My,cold,../all_outputs/output_ssl_small/My/2-1-w03020221110103507.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_9252.pkl,115.79052291258
Video,School,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Places/School/MVI_3536.pkl,115.80334508553197
My,we,../all_outputs/output_ssl_small/My/3-4-w03020221216124658.mp4_1.pkl,../all_outputs/output_include/Pronouns/we/MVI_0080.pkl,115.80862384396279
Children,Table,../all_outputs/output_ssl_small/Children/4-4-w01720221216121840.mp4_1.pkl,../all_outputs/output_include/Home/Table/MVI_8751.pkl,115.83142731540283
Go,Television,../all_outputs/output_ssl_small/Go/2-5-w03620221110104518.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_9118.pkl,115.84142591261097
Tuesday,Manager,../all_outputs/output_ssl_small/Tuesday/1-2-w02720221103122714.mp4_1.pkl,../all_outputs/output_include/Jobs/Manager/MVI_5363.pkl,115.84160619610024
Dialog box,Card,../all_outputs/output_ssl_small/Dialog box/2-3-w02420221110102439.mp4_1.pkl,../all_outputs/output_include/Home/Card/MVI_4447.pkl,115.8546627820106
Big,Court,../all_outputs/output_ssl_small/Big/3-3-w01020221216120836.mp4_1.pkl,../all_outputs/output_include/Places/Court/MVI_3609.pkl,115.86108530174772
Thank_You,Grandmother,../all_outputs/output_ssl_small/Thank_You/1-5-w04720221103114751.mp4_1.pkl,../all_outputs/output_include/People/Grandmother/MVI_3794.pkl,115.86823319861679
University,Paint,../all_outputs/output_ssl_small/University/4-4-w00920221216120832.mp4_1.pkl,../all_outputs/output_include/Home/Paint/MVI_8818.pkl,115.86867544269035
Dialog box,Page,../all_outputs/output_ssl_small/Dialog box/1-1-w02420221103122335.mp4_1.pkl,../all_outputs/output_include/Home/Page/MVI_4922.pkl,115.87137132992864
Holiday,President,../all_outputs/output_ssl_small/Holiday/3-1-w06220221216135925.mp4_1.pkl,../all_outputs/output_include/People/President/MVI_5128.pkl,115.87697608718524
Today,Clothing,../all_outputs/output_ssl_small/Today/4-2-w01320221216121228.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_4206.pkl,115.87761148355061
Go,Patient,../all_outputs/output_ssl_small/Go/2-5-w03620221110104518.mp4_1.pkl,../all_outputs/output_include/Jobs/Patient/MVI_5328.pkl,115.8818907453555
Tomorrow,sick,../all_outputs/output_ssl_small/Tomorrow/4-2-w01520221216121435.mp4_1.pkl,../all_outputs/output_include/Adjectives/sick/MVI_5331.pkl,115.8864192299174
Hello,Crowd,../all_outputs/output_ssl_small/Hello/4-5-w03920221216132418.mp4_1.pkl,../all_outputs/output_include/People/Crowd/MVI_4129.pkl,115.88782684435854
Children,Actor,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Jobs/Actor/MVI_5373.pkl,115.92900778956813
Staying,Wife,../all_outputs/output_ssl_small/Staying/3-2-w03220221216131407.mp4_1.pkl,../all_outputs/output_include/People/Wife/MVI_5118.pkl,115.94147922758992
w064,Library,../all_outputs/output_ssl_small/w064/1-5-w06420221103120953.mp4_1.pkl,../all_outputs/output_include/Places/Library/MVI_3391.pkl,115.94166434800707
Mother,Winter,../all_outputs/output_ssl_small/Mother/4-2-w00420221216120023.mp4_1.pkl,../all_outputs/output_include/Seasons/Winter/MVI_4576.pkl,115.94410328628892
Understand,Letter,../all_outputs/output_ssl_small/Understand/6-4-w06120221219144355.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8824.pkl,115.95574938004184
Please,Fish,../all_outputs/output_ssl_small/Please/2-2-w06020221110112120.mp4_1.pkl,../all_outputs/output_include/Animals/Fish/MVI_3093.pkl,115.98569971670956
Make,Lawyer,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/Jobs/Lawyer/MVI_4466.pkl,115.98740025131697
See,Husband,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/People/Husband/MVI_4092.pkl,115.99913792045089
Learn,Friend,../all_outputs/output_ssl_small/Learn/2-4-w03420221110104038.mp4_1.pkl,../all_outputs/output_include/People/Friend/MVI_4123.pkl,115.99980457584303
Sinhala,Chair,../all_outputs/output_ssl_small/Sinhala/3-5-w01820221216121748.mp4_1.pkl,../all_outputs/output_include/Home/Chair/MVI_4350.pkl,116.01557796922287
Read,Baby,../all_outputs/output_ssl_small/Read/3-2-w04620221216133123.mp4_1.pkl,../all_outputs/output_include/People/Baby/MVI_3771.pkl,116.01853638531752
Talk?,Winter,../all_outputs/output_ssl_small/Talk?/7-2-w05720230317120629.mp4_1.pkl,../all_outputs/output_include/Seasons/Winter/MVI_4576.pkl,116.03081848657756
Sinhala,Car,../all_outputs/output_ssl_small/Sinhala/2-5-w01820221110101612.mp4_1.pkl,../all_outputs/output_include/Means_of_Transportation/Car/MVI_3174.pkl,116.03212894503599
House,Queen,../all_outputs/output_ssl_small/House/4-3-w02920221216124324.mp4_1.pkl,../all_outputs/output_include/People/Queen/MVI_5123.pkl,116.03864094165584
w064,Tuesday,../all_outputs/output_ssl_small/w064/2-4-w06420221110112958.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Tuesday/MVI_5450.pkl,116.05039931050491
Tomorrow,Bathroom,../all_outputs/output_ssl_small/Tomorrow/1-5-w01520221103112345.mp4_1.pkl,../all_outputs/output_include/Home/Bathroom/MVI_9027.pkl,116.05698571030939
Read,Court,../all_outputs/output_ssl_small/Read/3-2-w04620221216133123.mp4_1.pkl,../all_outputs/output_include/Places/Court/MVI_3455.pkl,116.05838777623985
See,Ring,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/Home/Ring/MVI_4451.pkl,116.06893085982445
Video,hot,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Adjectives/hot/MVI_5136.pkl,116.07451541663765
Start,Family,../all_outputs/output_ssl_small/Start/2-1-w04520221110105718.mp4_1.pkl,../all_outputs/output_include/People/Family/MVI_5249.pkl,116.07827872078492
Tomorrow,Clothing,../all_outputs/output_ssl_small/Tomorrow/3-2-w01520221216121346.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_5036.pkl,116.07995478625969
Read,Book,../all_outputs/output_ssl_small/Read/1-3-w04620221103114623.mp4_1.pkl,../all_outputs/output_include/Home/Book/MVI_4400.pkl,116.08332765059215
Start,hot,../all_outputs/output_ssl_small/Start/2-3-w04520221110105736.mp4_1.pkl,../all_outputs/output_include/Adjectives/hot/MVI_5136.pkl,116.0838982698122
Thank_You,Hour,../all_outputs/output_ssl_small/Thank_You/4-3-w04720221216133242.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Hour/MVI_5496.pkl,116.10655535455646
Dialog box,Bill,../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Society/Bill/MVI_4810.pkl,116.10712449792426
Class,Medicine,../all_outputs/output_ssl_small/Class/1-5-w01920221103121327.mp4_1.pkl,../all_outputs/output_include/Society/Medicine/MVI_8933.pkl,116.11548264304156
See?,Family,../all_outputs/output_ssl_small/See?/4-2-w05520221216134831.mp4_1.pkl,../all_outputs/output_include/People/Family/MVI_3788.pkl,116.13212867881113
English,Bathroom,../all_outputs/output_ssl_small/English/2-5-w02520221110102953.mp4_1.pkl,../all_outputs/output_include/Home/Bathroom/MVI_9027.pkl,116.13782282043321
University,Cow,../all_outputs/output_ssl_small/University/4-4-w00920221216120832.mp4_1.pkl,../all_outputs/output_include/Animals/Cow/MVI_8569.pkl,116.13858225616757
Tuesday,Student,../all_outputs/output_ssl_small/Tuesday/3-3-w02720221216124002.mp4_1.pkl,../all_outputs/output_include/Jobs/Student/MVI_8868.pkl,116.1422738761679
Age,Spring,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Seasons/Spring/MVI_4995.pkl,116.14816852659969
Your,Bag,../all_outputs/output_ssl_small/Your/3-2-w00520221216120323.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8840.pkl,116.14900885550924
Ten_People,Bathroom,../all_outputs/output_ssl_small/Ten_People/1-3-w02020221103121429.mp4_1.pkl,../all_outputs/output_include/Home/Bathroom/MVI_8783.pkl,116.15562149994616
Tomorrow,Newspaper,../all_outputs/output_ssl_small/Tomorrow/3-2-w01520221216121346.mp4_1.pkl,../all_outputs/output_include/Society/Newspaper/MVI_4842.pkl,116.16237135657799
Age,Season,../all_outputs/output_ssl_small/Age/1-3-w02820221103122816.mp4_1.pkl,../all_outputs/output_include/Seasons/Season/MVI_9136.pkl,116.17367699454809
My,soft,../all_outputs/output_ssl_small/My/2-3-w03020221110103526.mp4_1.pkl,../all_outputs/output_include/Adjectives/soft/MVI_9789.pkl,116.17430359857899
Children,cold,../all_outputs/output_ssl_small/Children/4-4-w01720221216121840.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_9251.pkl,116.17585390896109
See,big_large,../all_outputs/output_ssl_small/See/3-2-w04020221216132441.mp4_1.pkl,../all_outputs/output_include/Adjectives/big_large/MVI_9394.pkl,116.18176841258783
Age,President,../all_outputs/output_ssl_small/Age/1-3-w02820221103122816.mp4_1.pkl,../all_outputs/output_include/People/President/MVI_3810.pkl,116.19769674032518
Make,Student,../all_outputs/output_ssl_small/Make/1-3-w03820221103113502.mp4_1.pkl,../all_outputs/output_include/Jobs/Student/MVI_4465.pkl,116.19970084329987
Staying,Cat,../all_outputs/output_ssl_small/Staying/3-5-w03220221216131429.mp4_1.pkl,../all_outputs/output_include/Animals/Cat/MVI_4150.pkl,116.20261337342087
Sorry,Screen,../all_outputs/output_ssl_small/Sorry/4-5-w04120221216132628.mp4_1.pkl,../all_outputs/output_include/Electronics/Screen/MVI_4976.pkl,116.2133410435814
Staying,Gift,../all_outputs/output_ssl_small/Staying/3-2-w03220221216131407.mp4_1.pkl,../all_outputs/output_include/Home/Gift/MVI_9081.pkl,116.21408569880758
Sinhala,Family,../all_outputs/output_ssl_small/Sinhala/3-5-w01820221216121748.mp4_1.pkl,../all_outputs/output_include/People/Family/MVI_3788.pkl,116.237043744944
There,Bag,../all_outputs/output_ssl_small/There/2-10-w05920221110113903.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_4941.pkl,116.24633520222373
Stay?,Medicine,../all_outputs/output_ssl_small/Stay?/2-4-w05420221110111147.mp4_1.pkl,../all_outputs/output_include/Society/Medicine/MVI_8668.pkl,116.2613400876465
Sinhala,Season,../all_outputs/output_ssl_small/Sinhala/2-5-w01820221110101612.mp4_1.pkl,../all_outputs/output_include/Seasons/Season/MVI_9136.pkl,116.27641048112326
My,Car,../all_outputs/output_ssl_small/My/2-1-w03020221110103507.mp4_1.pkl,../all_outputs/output_include/Means_of_Transportation/Car/MVI_3174.pkl,116.2841380229687
Good,narrow,../all_outputs/output_ssl_small/Good/3-3-w01120221216120941.mp4_1.pkl,../all_outputs/output_include/Adjectives/narrow/MVI_5202.pkl,116.28741490854715
There,Radio,../all_outputs/output_ssl_small/There/2-10-w05920221110113903.mp4_1.pkl,../all_outputs/output_include/Electronics/Radio/MVI_9119.pkl,116.30650195010492
Teach,rich,../all_outputs/output_ssl_small/Teach/1-3-w03320221103112630.mp4_1.pkl,../all_outputs/output_include/Adjectives/rich/MVI_9596.pkl,116.31241776183727
